countType,count,recentRound,recentDate,no1,no2,no3,no4
3,2,1077,20230722,8,17,40.0,
3,2,1077,20230722,8,17,43.0,
3,2,855,20190420,8,17,44.0,
3,2,912,20200523,8,18,21.0,
3,2,1005,20220305,8,18,27.0,
3,2,1150,20241214,8,18,35.0,
3,2,899,20200222,8,19,20.0,
3,2,1007,20220319,8,19,25.0,
3,2,1057,20230304,8,19,27.0,
3,2,773,20170923,8,19,31.0,
3,2,899,20200222,8,19,39.0,
3,2,1000,20220129,8,19,42.0,
3,2,855,20190420,8,19,43.0,
3,2,855,20190420,8,19,44.0,
3,2,1057,20230304,8,19,45.0,
3,2,776,20171014,8,21,28.0,
3,2,899,20200222,8,21,33.0,
3,2,776,20171014,8,21,40.0,
3,2,930,20200926,8,21,44.0,
3,2,811,20180616,8,21,45.0,
3,2,1154,20250111,8,22,32.0,
3,2,859,20190518,8,22,41.0,
3,2,1167,20250412,8,23,35.0,
3,2,1167,20250412,8,23,39.0,
3,2,1005,20220305,8,24,29.0,
3,2,754,20170513,8,24,31.0,
3,2,1079,20230805,8,24,45.0,
3,2,658,20150711,8,25,28.0,
3,2,860,20190525,8,25,32.0,
3,2,930,20200926,8,25,39.0,
3,2,1212,20260221,8,25,41.0,
3,2,994,20211218,8,27,35.0,
3,2,853,20190406,8,27,44.0,
3,2,1057,20230304,8,27,45.0,
3,2,1204,20251227,8,28,30.0,
3,2,1204,20251227,8,28,31.0,
3,2,1128,20240713,8,28,33.0,
3,2,672,20151017,8,28,36.0,
3,2,1142,20241019,8,28,37.0,
3,2,595,20140426,8,28,38.0,
3,2,1196,20251101,8,29,40.0,
3,2,1124,20240615,8,30,33.0,
3,2,1124,20240615,8,30,34.0,
3,2,1077,20230722,8,30,40.0,
3,2,1142,20241019,8,30,41.0,
3,2,1077,20230722,8,30,43.0,
3,2,1167,20250412,8,31,35.0,
3,2,1212,20260221,8,31,44.0,
3,2,1149,20241207,8,32,36.0,
3,2,1175,20250607,8,32,42.0,
3,2,1124,20240615,8,33,34.0,
3,2,1181,20250719,8,33,41.0,
3,2,1084,20230909,8,33,42.0,
3,2,676,20151114,8,34,39.0,
3,2,1095,20231125,8,34,40.0,
3,2,859,20190518,8,35,38.0,
3,2,859,20190518,8,35,41.0,
3,2,834,20181124,8,35,43.0,
3,2,1174,20250531,8,36,39.0,
3,2,1142,20241019,8,37,41.0,
3,2,614,20140906,8,40,44.0,
3,2,1196,20251101,8,40,45.0,
3,2,1212,20260221,8,41,44.0,
3,2,977,20210821,9,10,14.0,
3,2,674,20151031,9,10,31.0,
3,2,945,20210109,9,10,33.0,
3,2,958,20210410,9,10,37.0,
3,2,1153,20250104,9,10,44.0,
3,2,969,20210626,9,10,45.0,
3,2,1176,20250614,9,11,21.0,
3,2,970,20210703,9,11,28.0,
3,2,1176,20250614,9,11,30.0,
3,2,1176,20250614,9,11,35.0,
3,2,1126,20240629,9,11,37.0,
3,2,1119,20240511,9,12,20.0,
3,2,1010,20220409,9,12,25.0,
3,2,1137,20240914,9,12,45.0,
3,2,1134,20240824,9,13,19.0,
3,2,1134,20240824,9,13,24.0,
3,2,891,20191228,9,13,28.0,
3,2,891,20191228,9,13,31.0,
3,2,1153,20250104,9,13,35.0,
3,2,891,20191228,9,13,39.0,
3,2,858,20190511,9,13,43.0,
3,2,1119,20240511,9,13,45.0,
3,2,919,20200711,9,14,17.0,
3,2,999,20220122,9,14,18.0,
3,2,836,20181208,9,14,26.0,
3,2,1035,20221001,9,14,42.0,
3,2,977,20210821,9,14,44.0,
3,2,1151,20241221,9,15,29.0,
3,2,1137,20240914,9,15,33.0,
3,2,1193,20251011,9,16,19.0,
3,2,970,20210703,9,16,21.0,
3,2,1193,20251011,9,16,24.0,
3,2,1210,20260207,9,17,38.0,
3,2,919,20200711,9,17,42.0,
3,2,946,20210116,9,18,19.0,
3,2,1024,20220716,9,18,20.0,
3,2,1064,20230422,9,18,22.0,
3,2,999,20220122,9,18,28.0,
3,2,883,20191102,9,18,33.0,
3,2,1150,20241214,9,18,35.0,
3,2,946,20210116,9,18,40.0,
3,2,919,20200711,9,18,42.0,
3,2,1190,20250920,9,19,23.0,
3,2,1193,20251011,9,19,24.0,
3,2,1176,20250614,9,21,30.0,
3,2,1024,20220716,9,22,44.0,
3,2,1190,20250920,9,23,26.0,
3,2,955,20210320,9,23,33.0,
3,2,770,20170902,9,23,39.0,
3,2,1201,20251206,9,24,27.0,
3,2,1201,20251206,9,24,36.0,
3,2,674,20151031,9,25,31.0,
3,2,954,20210313,9,26,28.0,
3,2,954,20210313,9,26,30.0,
3,2,1201,20251206,9,27,36.0,
3,2,1210,20260207,9,27,38.0,
3,2,1159,20250215,9,28,38.0,
3,2,1159,20250215,9,28,39.0,
3,2,954,20210313,9,28,41.0,
3,2,1025,20220723,9,29,33.0,
3,2,866,20190706,9,29,34.0,
3,2,1189,20250913,9,29,37.0,
3,2,1189,20250913,9,29,38.0,
3,2,946,20210116,9,30,34.0,
3,2,1176,20250614,9,30,35.0,
3,2,1168,20250419,9,30,37.0,
3,2,766,20170805,9,30,39.0,
3,2,803,20180421,9,30,43.0,
3,2,1008,20220326,9,31,41.0,
3,2,838,20181222,9,33,38.0,
3,2,883,20191102,9,33,44.0,
3,2,1035,20221001,9,34,35.0,
3,2,866,20190706,9,34,39.0,
3,2,1035,20221001,9,34,41.0,
3,2,1189,20250913,9,35,37.0,
3,2,1189,20250913,9,35,38.0,
3,2,1150,20241214,9,35,39.0,
3,2,1035,20221001,9,35,41.0,
3,2,1159,20250215,9,38,39.0,
3,2,1172,20250517,9,40,42.0,
3,2,1172,20250517,9,42,44.0,
3,2,802,20180414,10,11,12.0,
3,2,956,20210327,10,11,20.0,
3,2,956,20210327,10,11,25.0,
3,2,788,20180106,10,11,35.0,
3,2,956,20210327,10,11,41.0,
3,2,942,20201219,10,12,18.0,
3,2,1001,20220205,10,12,20.0,
3,2,1103,20240120,10,12,31.0,
3,2,1109,20240302,10,12,33.0,
3,2,1109,20240302,10,12,40.0,
3,2,937,20201114,10,13,22.0,
3,2,804,20180428,10,13,26.0,
3,2,835,20181201,10,13,28.0,
3,2,748,20170401,10,13,31.0,
3,2,804,20180428,10,13,32.0,
3,2,1109,20240302,10,13,33.0,
3,2,1153,20250104,10,13,35.0,
3,2,742,20170218,10,13,37.0,
3,2,1181,20250719,10,14,20.0,
3,2,756,20170527,10,14,27.0,
3,2,1023,20220709,10,14,35.0,
3,2,1078,20230729,10,14,38.0,
3,2,744,20170304,10,15,18.0,
3,2,793,20180210,10,15,21.0,
3,2,1216,20260321,10,15,24.0,
3,2,1217,20260328,10,15,31.0,
3,2,1214,20260307,10,15,33.0,
3,2,1127,20240706,10,15,37.0,
3,2,744,20170304,10,15,41.0,
3,2,857,20190504,10,16,34.0,
3,2,1023,20220709,10,16,35.0,
3,2,1155,20250118,10,16,37.0,
3,2,1192,20251004,10,16,39.0,
3,2,986,20211023,10,16,41.0,
3,2,771,20170909,10,17,18.0,
3,2,1143,20241026,10,17,27.0,
3,2,1143,20241026,10,17,28.0,
3,2,771,20170909,10,17,29.0,
3,2,771,20170909,10,18,21.0,
3,2,1069,20230527,10,18,22.0,
3,2,926,20200829,10,18,25.0,
3,2,756,20170527,10,18,27.0,
3,2,1069,20230527,10,18,28.0,
3,2,1023,20220709,10,18,29.0,
3,2,1069,20230527,10,18,31.0,
3,2,807,20180519,10,18,34.0,
3,2,942,20201219,10,18,42.0,
3,2,1067,20230513,10,19,23.0,
3,2,831,20181103,10,19,31.0,
3,2,1114,20240406,10,19,32.0,
3,2,1155,20250118,10,19,38.0,
3,2,1109,20240302,10,19,40.0,
3,2,956,20210327,10,20,25.0,
3,2,1217,20260328,10,20,31.0,
3,2,1181,20250719,10,20,33.0,
3,2,820,20180818,10,21,35.0,
3,2,956,20210327,10,21,41.0,
3,2,810,20180609,10,21,43.0,
3,2,1207,20260117,10,22,27.0,
3,2,1140,20241005,10,22,29.0,
3,2,1093,20231111,10,22,30.0,
3,2,798,20180317,10,22,32.0,
3,2,1093,20231111,10,22,35.0,
3,2,1207,20260117,10,22,38.0,
3,2,1059,20230318,10,22,40.0,
3,2,820,20180818,10,22,42.0,
3,2,1093,20231111,10,22,43.0,
3,2,984,20211009,10,23,35.0,
3,2,1192,20251004,10,23,36.0,
3,2,1192,20251004,10,23,39.0,
3,2,1127,20240706,10,24,31.0,
3,2,1060,20230325,10,24,33.0,
3,2,856,20190427,10,24,43.0,
3,2,1207,20260117,10,24,45.0,
3,2,926,20200829,10,25,31.0,
3,2,1059,20230318,10,25,34.0,
3,2,807,20180519,10,25,35.0,
3,2,956,20210327,10,25,41.0,
3,2,1143,20241026,10,27,28.0,
3,2,760,20170624,10,27,31.0,
3,2,1155,20250118,10,27,37.0,
3,2,1207,20260117,10,27,38.0,
3,2,1069,20230527,10,28,31.0,
3,2,1067,20230513,10,28,33.0,
3,2,1129,20240720,10,28,34.0,
3,2,857,20190504,10,28,38.0,
3,2,986,20211023,10,28,41.0,
3,2,986,20211023,10,28,42.0,
3,2,928,20200912,10,28,44.0,
3,2,835,20181201,10,28,45.0,
3,2,1103,20240120,10,29,44.0,
3,2,1214,20260307,10,30,33.0,
3,2,1093,20231111,10,30,35.0,
3,2,791,20180127,10,31,33.0,
3,2,831,20181103,10,31,39.0,
3,2,791,20180127,10,31,42.0,
3,2,1103,20240120,10,31,44.0,
3,2,804,20180428,10,32,36.0,
3,2,1114,20240406,10,32,38.0,
3,2,1059,20230318,10,34,40.0,
3,2,984,20211009,10,35,37.0,
3,2,942,20201219,10,35,42.0,
3,2,984,20211009,10,36,37.0,
3,2,1078,20230729,10,36,38.0,
3,2,1192,20251004,10,36,39.0,
3,2,1192,20251004,10,36,40.0,
3,2,709,20160702,10,36,44.0,
3,2,862,20190608,10,38,43.0,
3,2,1192,20251004,10,39,40.0,
3,2,810,20180609,10,39,43.0,
3,2,1103,20240120,10,40,44.0,
3,2,1191,20250927,11,12,20.0,
3,2,802,20180414,11,12,24.0,
3,2,1141,20241012,11,12,26.0,
3,2,634,20150124,11,12,27.0,
3,2,918,20200704,11,12,38.0,
3,2,802,20180414,11,12,42.0,
3,2,827,20181006,11,12,44.0,
3,2,1113,20240330,11,13,21.0,
3,2,936,20201107,11,13,29.0,
3,2,698,20160416,11,13,33.0,
3,2,915,20200613,11,13,37.0,
3,2,1118,20240504,11,14,15.0,
3,2,1014,20220507,11,14,26.0,
3,2,1014,20220507,11,14,27.0,
3,2,1078,20230729,11,14,38.0,
3,2,1118,20240504,11,15,16.0,
3,2,996,20220101,11,15,24.0,
3,2,684,20160109,11,15,25.0,
3,2,996,20220101,11,15,32.0,
3,2,996,20220101,11,15,39.0,
3,2,1086,20230923,11,16,27.0,
3,2,1086,20230923,11,16,36.0,
3,2,974,20210731,11,16,39.0,
3,2,769,20170826,11,16,41.0,
3,2,1118,20240504,11,16,45.0,
3,2,1146,20241116,11,17,19.0,
3,2,1222,20260502,11,17,22.0,
3,2,861,20190601,11,17,25.0,
3,2,910,20200509,11,17,27.0,
3,2,1030,20220827,11,17,29.0,
3,2,852,20190330,11,17,33.0,
3,2,910,20200509,11,17,35.0,
3,2,1174,20250531,11,17,36.0,
3,2,1146,20241116,11,17,40.0,
3,2,757,20170603,11,17,44.0,
3,2,736,20170107,11,18,21.0,
3,2,802,20180414,11,18,24.0,
3,2,1014,20220507,11,18,26.0,
3,2,1012,20220423,11,18,45.0,
3,2,1066,20230506,11,19,32.0,
3,2,788,20180106,11,19,39.0,
3,2,1113,20240330,11,20,21.0,
3,2,1113,20240330,11,20,32.0,
3,2,1033,20220917,11,20,35.0,
3,2,1113,20240330,11,20,44.0,
3,2,1088,20231007,11,21,22.0,
3,2,1141,20241012,11,21,26.0,
3,2,979,20210904,11,21,27.0,
3,2,1113,20240330,11,21,32.0,
3,2,979,20210904,11,21,33.0,
3,2,698,20160416,11,21,37.0,
3,2,956,20210327,11,21,41.0,
3,2,811,20180616,11,21,45.0,
3,2,1222,20260502,11,22,41.0,
3,2,1058,20230311,11,23,30.0,
3,2,1058,20230311,11,23,32.0,
3,2,1058,20230311,11,23,40.0,
3,2,726,20161029,11,23,44.0,
3,2,1147,20241123,11,24,27.0,
3,2,996,20220101,11,24,32.0,
3,2,733,20161217,11,24,35.0,
3,2,1147,20241123,11,24,37.0,
3,2,996,20220101,11,24,39.0,
3,2,802,20180414,11,24,42.0,
3,2,761,20170701,11,24,45.0,
3,2,1213,20260228,11,25,27.0,
3,2,1058,20230311,11,25,32.0,
3,2,1086,20230923,11,25,35.0,
3,2,1213,20260228,11,25,36.0,
3,2,956,20210327,11,25,41.0,
3,2,651,20150523,11,26,29.0,
3,2,1086,20230923,11,27,35.0,
3,2,840,20190105,11,28,29.0,
3,2,852,20190330,11,28,30.0,
3,2,1129,20240720,11,28,34.0,
3,2,939,20201128,11,28,42.0,
3,2,852,20190330,11,30,33.0,
3,2,1008,20220326,11,31,41.0,
3,2,1145,20241109,11,31,44.0,
3,2,733,20161217,11,32,35.0,
3,2,996,20220101,11,32,39.0,
3,2,1058,20230311,11,32,40.0,
3,2,852,20190330,11,33,35.0,
3,2,1145,20241109,11,33,37.0,
3,2,961,20210501,11,33,42.0,
3,2,910,20200509,11,35,39.0,
3,2,1033,20220917,11,35,44.0,
3,2,1012,20220423,11,35,45.0,
3,2,1213,20260228,11,36,38.0,
3,2,811,20180616,11,36,45.0,
3,2,1088,20231007,11,39,44.0,
3,2,1008,20220326,11,41,44.0,
3,2,924,20200815,11,42,44.0,
3,2,1178,20250628,11,43,44.0,
3,2,1028,20220813,12,13,18.0,
3,2,1109,20240302,12,13,19.0,
3,2,1084,20230909,12,13,29.0,
3,2,1026,20220730,12,13,31.0,
3,2,1026,20220730,12,13,32.0,
3,2,941,20201212,12,14,27.0,
3,2,1055,20230218,12,14,33.0,
3,2,749,20170408,12,14,34.0,
3,2,941,20201212,12,14,40.0,
3,2,929,20200919,12,15,23.0,
3,2,1010,20220409,12,15,25.0,
3,2,1196,20251101,12,15,29.0,
3,2,1139,20240928,12,15,30.0,
3,2,1010,20220409,12,15,36.0,
3,2,1196,20251101,12,15,40.0,
3,2,774,20170930,12,15,42.0,
3,2,1098,20231216,12,16,24.0,
3,2,847,20190223,12,16,26.0,
3,2,847,20190223,12,16,30.0,
3,2,1048,20221231,12,17,21.0,
3,2,1044,20221203,12,17,28.0,
3,2,1021,20220625,12,17,29.0,
3,2,1021,20220625,12,17,45.0,
3,2,823,20180908,12,18,24.0,
3,2,1017,20220528,12,18,30.0,
3,2,816,20180721,12,18,31.0,
3,2,1017,20220528,12,18,34.0,
3,2,1028,20220813,12,18,35.0,
3,2,1180,20250712,12,18,40.0,
3,2,1180,20250712,12,18,41.0,
3,2,1090,20231021,12,19,21.0,
3,2,779,20171104,12,19,24.0,
3,2,1090,20231021,12,19,29.0,
3,2,816,20180721,12,19,31.0,
3,2,963,20210515,12,19,34.0,
3,2,1109,20240302,12,19,40.0,
3,2,779,20171104,12,19,41.0,
3,2,1032,20220910,12,19,42.0,
3,2,1090,20231021,12,19,45.0,
3,2,1161,20250301,12,20,24.0,
3,2,661,20150801,12,20,27.0,
3,2,1191,20250927,12,20,41.0,
3,2,1161,20250301,12,20,42.0,
3,2,1119,20240511,12,20,45.0,
3,2,1141,20241012,12,21,26.0,
3,2,777,20171021,12,21,34.0,
3,2,1141,20241012,12,21,35.0,
3,2,1202,20251213,12,21,37.0,
3,2,1048,20221231,12,21,39.0,
3,2,1202,20251213,12,21,40.0,
3,2,1098,20231216,12,21,41.0,
3,2,1098,20231216,12,21,43.0,
3,2,1043,20221126,12,22,26.0,
3,2,1055,20230218,12,22,33.0,
3,2,952,20210227,12,22,41.0,
3,2,1096,20231202,12,23,43.0,
3,2,668,20150919,12,24,27.0,
3,2,1021,20220625,12,24,29.0,
3,2,952,20210227,12,24,33.0,
3,2,1098,20231216,12,24,43.0,
3,2,1157,20250201,12,25,26.0,
3,2,976,20210814,12,25,37.0,
3,2,1044,20221203,12,26,28.0,
3,2,871,20190810,12,26,30.0,
3,2,1141,20241012,12,26,35.0,
3,2,1044,20221203,12,26,36.0,
3,2,1011,20220416,12,26,38.0,
3,2,1169,20250426,12,26,39.0,
3,2,1169,20250426,12,26,42.0,
3,2,992,20211204,12,26,44.0,
3,2,1020,20220618,12,27,38.0,
3,2,921,20200725,12,28,41.0,
3,2,847,20190223,12,28,42.0,
3,2,1103,20240120,12,29,31.0,
3,2,720,20160917,12,29,34.0,
3,2,1020,20220618,12,29,38.0,
3,2,1084,20230909,12,29,42.0,
3,2,1017,20220528,12,30,34.0,
3,2,1139,20240928,12,30,37.0,
3,2,1029,20220820,12,30,41.0,
3,2,847,20190223,12,30,42.0,
3,2,1026,20220730,12,31,32.0,
3,2,918,20200704,12,31,33.0,
3,2,1050,20230114,12,31,35.0,
3,2,951,20210220,12,31,39.0,
3,2,1050,20230114,12,31,43.0,
3,2,1115,20240413,12,32,34.0,
3,2,1048,20221231,12,32,39.0,
3,2,1029,20220820,12,32,41.0,
3,2,911,20200516,12,32,42.0,
3,2,952,20210227,12,33,41.0,
3,2,992,20211204,12,33,44.0,
3,2,777,20171021,12,34,37.0,
3,2,799,20180324,12,34,45.0,
3,2,1050,20230114,12,35,38.0,
3,2,1050,20230114,12,35,43.0,
3,2,1032,20220910,12,36,42.0,
3,2,1180,20250712,12,37,41.0,
3,2,941,20201212,12,39,40.0,
3,2,1169,20250426,12,39,42.0,
3,2,1180,20250712,12,40,41.0,
3,2,1196,20251101,12,40,45.0,
3,2,1098,20231216,12,41,43.0,
3,2,868,20190720,12,41,44.0,
3,2,942,20201219,12,42,43.0,
3,2,799,20180324,12,42,45.0,
3,2,1102,20240113,13,14,22.0,
3,2,1133,20240817,13,14,28.0,
3,2,1133,20240817,13,14,34.0,
3,2,832,20181110,13,14,40.0,
3,2,832,20181110,13,14,43.0,
3,2,1194,20251018,13,15,24.0,
3,2,737,20170114,13,15,41.0,
3,2,1215,20260314,13,15,44.0,
3,2,1186,20250823,13,16,28.0,
3,2,716,20160820,13,16,29.0,
3,2,980,20210911,13,16,35.0,
3,2,1080,20230812,13,16,36.0,
3,2,998,20220115,13,17,18.0,
3,2,936,20201107,13,17,29.0,
3,2,1019,20220611,13,17,34.0,
3,2,1019,20220611,13,17,39.0,
3,2,1005,20220305,13,18,24.0,
3,2,1005,20220305,13,18,27.0,
3,2,1005,20220305,13,18,29.0,
3,2,1221,20260425,13,18,30.0,
3,2,1028,20220813,13,18,35.0,
3,2,1221,20260425,13,18,36.0,
3,2,948,20210130,13,18,38.0,
3,2,948,20210130,13,18,41.0,
3,2,1087,20230930,13,18,44.0,
3,2,1134,20240824,13,19,24.0,
3,2,1215,20260314,13,19,45.0,
3,2,1133,20240817,13,20,28.0,
3,2,1113,20240330,13,20,32.0,
3,2,1113,20240330,13,20,44.0,
3,2,1135,20240831,13,21,33.0,
3,2,1123,20240608,13,21,34.0,
3,2,1049,20230107,13,21,37.0,
3,2,1102,20240113,13,22,37.0,
3,2,1102,20240113,13,22,38.0,
3,2,1186,20250823,13,23,28.0,
3,2,1080,20230812,13,23,31.0,
3,2,983,20211002,13,23,35.0,
3,2,1080,20230812,13,23,36.0,
3,2,1005,20220305,13,24,27.0,
3,2,1056,20230225,13,24,32.0,
3,2,1123,20240608,13,24,34.0,
3,2,1123,20240608,13,24,35.0,
3,2,1056,20230225,13,24,36.0,
3,2,965,20210529,13,25,29.0,
3,2,1182,20250726,13,25,31.0,
3,2,635,20150131,13,26,33.0,
3,2,804,20180428,13,26,36.0,
3,2,1187,20250830,13,26,37.0,
3,2,1102,20240113,13,26,38.0,
3,2,787,20171230,13,27,28.0,
3,2,1057,20230304,13,27,40.0,
3,2,737,20170114,13,27,41.0,
3,2,1133,20240817,13,28,29.0,
3,2,1221,20260425,13,28,30.0,
3,2,1182,20250726,13,28,31.0,
3,2,1170,20250503,13,28,34.0,
3,2,648,20150502,13,28,37.0,
3,2,1084,20230909,13,29,33.0,
3,2,1133,20240817,13,29,34.0,
3,2,995,20211225,13,29,38.0,
3,2,1187,20250830,13,29,40.0,
3,2,1084,20230909,13,29,42.0,
3,2,988,20211106,13,30,31.0,
3,2,1221,20260425,13,30,36.0,
3,2,623,20141108,13,30,39.0,
3,2,1111,20240316,13,30,45.0,
3,2,983,20211002,13,31,35.0,
3,2,891,20191228,13,31,39.0,
3,2,1080,20230812,13,31,44.0,
3,2,1056,20230225,13,32,36.0,
3,2,925,20200822,13,32,39.0,
3,2,1194,20251018,13,33,37.0,
3,2,1109,20240302,13,33,40.0,
3,2,1111,20240316,13,33,45.0,
3,2,1170,20250503,13,34,38.0,
3,2,1170,20250503,13,34,42.0,
3,2,1080,20230812,13,36,44.0,
3,2,1170,20250503,13,38,42.0,
3,2,858,20190511,13,38,43.0,
3,2,891,20191228,13,39,41.0,
3,2,925,20200822,13,39,42.0,
3,2,858,20190511,13,39,43.0,
3,2,1160,20250222,13,39,45.0,
3,2,832,20181110,13,40,43.0,
3,2,1057,20230304,13,40,45.0,
3,2,998,20220115,13,42,45.0,
3,2,1215,20260314,13,44,45.0,
3,2,730,20161126,14,15,18.0,
3,2,1045,20221210,14,15,19.0,
3,2,1045,20221210,14,15,21.0,
3,2,1037,20221015,14,15,27.0,
3,2,692,20160305,14,15,32.0,
3,2,1083,20230902,14,15,38.0,
3,2,1045,20221210,14,15,41.0,
3,2,1118,20240504,14,15,45.0,
3,2,1138,20240921,14,16,19.0,
3,2,997,20220108,14,16,24.0,
3,2,1184,20250809,14,16,25.0,
3,2,1138,20240921,14,16,29.0,
3,2,1184,20250809,14,16,31.0,
3,2,1027,20220806,14,16,35.0,
3,2,1184,20250809,14,16,37.0,
3,2,783,20171202,14,16,38.0,
3,2,812,20180623,14,16,43.0,
3,2,838,20181222,14,17,38.0,
3,2,887,20191130,14,17,45.0,
3,2,1087,20230930,14,18,21.0,
3,2,851,20190323,14,18,22.0,
3,2,1014,20220507,14,18,27.0,
3,2,1023,20220709,14,18,29.0,
3,2,1023,20220709,14,18,35.0,
3,2,993,20211211,14,18,42.0,
3,2,806,20180512,14,20,23.0,
3,2,1133,20240817,14,20,28.0,
3,2,1138,20240921,14,20,29.0,
3,2,1138,20240921,14,20,34.0,
3,2,1001,20220205,14,20,42.0,
3,2,949,20210206,14,21,35.0,
3,2,913,20200530,14,21,37.0,
3,2,1045,20221210,14,21,41.0,
3,2,1087,20230930,14,21,44.0,
3,2,1102,20240113,14,22,26.0,
3,2,1037,20221015,14,22,27.0,
3,2,1070,20230603,14,22,30.0,
3,2,1055,20230218,14,22,33.0,
3,2,977,20210821,14,22,44.0,
3,2,610,20140809,14,23,36.0,
3,2,806,20180512,14,23,38.0,
3,2,1042,20221119,14,23,43.0,
3,2,959,20210417,14,24,40.0,
3,2,1166,20250405,14,25,29.0,
3,2,1184,20250809,14,25,31.0,
3,2,976,20210814,14,25,35.0,
3,2,1184,20250809,14,25,37.0,
3,2,1125,20240622,14,25,40.0,
3,2,836,20181208,14,26,28.0,
3,2,803,20180421,14,26,30.0,
3,2,749,20170408,14,26,34.0,
3,2,842,20190119,14,26,36.0,
3,2,832,20181110,14,26,40.0,
3,2,1054,20230211,14,27,28.0,
3,2,1166,20250405,14,27,29.0,
3,2,1054,20230211,14,27,30.0,
3,2,887,20191130,14,27,36.0,
3,2,1131,20240803,14,27,38.0,
3,2,1027,20220806,14,27,39.0,
3,2,1133,20240817,14,28,34.0,
3,2,755,20170520,14,28,36.0,
3,2,1054,20230211,14,28,45.0,
3,2,890,20191221,14,29,37.0,
3,2,722,20161001,14,30,39.0,
3,2,1107,20240217,14,30,41.0,
3,2,803,20180421,14,30,43.0,
3,2,906,20200411,14,31,32.0,
3,2,1097,20231209,14,33,37.0,
3,2,841,20190112,14,33,38.0,
3,2,1181,20250719,14,33,41.0,
3,2,1097,20231209,14,34,35.0,
3,2,1097,20231209,14,34,40.0,
3,2,1035,20221001,14,34,42.0,
3,2,1097,20231209,14,35,37.0,
3,2,1097,20231209,14,35,40.0,
3,2,1102,20240113,14,37,38.0,
3,2,1097,20231209,14,37,40.0,
3,2,607,20140719,14,38,39.0,
3,2,941,20201212,14,39,40.0,
3,2,722,20161001,14,39,43.0,
3,2,1125,20240622,14,40,44.0,
3,2,919,20200711,14,42,44.0,
3,2,1177,20250621,15,16,19.0,
3,2,786,20171223,15,16,20.0,
3,2,903,20200321,15,16,21.0,
3,2,1148,20241130,15,16,22.0,
3,2,1116,20240420,15,16,25.0,
3,2,903,20200321,15,16,28.0,
3,2,1116,20240420,15,16,30.0,
3,2,1116,20240420,15,16,31.0,
3,2,1118,20240504,15,16,45.0,
3,2,855,20190420,15,17,19.0,
3,2,1183,20250802,15,17,27.0,
3,2,1006,20220312,15,17,37.0,
3,2,855,20190420,15,17,43.0,
3,2,774,20170930,15,18,34.0,
3,2,640,20150307,15,18,35.0,
3,2,744,20170304,15,18,41.0,
3,2,1130,20240727,15,19,25.0,
3,2,1130,20240727,15,19,28.0,
3,2,1149,20241207,15,19,36.0,
3,2,1045,20221210,15,19,41.0,
3,2,1215,20260314,15,19,45.0,
3,2,940,20201205,15,20,24.0,
3,2,1130,20240727,15,21,27.0,
3,2,825,20180922,15,21,31.0,
3,2,825,20180922,15,21,38.0,
3,2,808,20180526,15,21,43.0,
3,2,1215,20260314,15,21,45.0,
3,2,688,20160206,15,22,23.0,
3,2,639,20150228,15,22,25.0,
3,2,950,20210213,15,22,28.0,
3,2,865,20190629,15,22,32.0,
3,2,1037,20221015,15,22,33.0,
3,2,1083,20230902,15,22,38.0,
3,2,1094,20231118,15,22,40.0,
3,2,1009,20220402,15,23,29.0,
3,2,931,20201003,15,23,35.0,
3,2,1009,20220402,15,23,40.0,
3,2,874,20190831,15,23,42.0,
3,2,1042,20221119,15,23,43.0,
3,2,737,20170114,15,24,27.0,
3,2,1127,20240706,15,24,30.0,
3,2,1127,20240706,15,24,31.0,
3,2,1194,20251018,15,24,33.0,
3,2,957,20210403,15,24,35.0,
3,2,1021,20220625,15,24,45.0,
3,2,1130,20240727,15,25,28.0,
3,2,1116,20240420,15,25,30.0,
3,2,785,20171216,15,25,33.0,
3,2,931,20201003,15,25,35.0,
3,2,1144,20241102,15,26,34.0,
3,2,1195,20251025,15,27,36.0,
3,2,780,20171111,15,27,45.0,
3,2,1009,20220402,15,29,34.0,
3,2,1196,20251101,15,29,40.0,
3,2,1196,20251101,15,29,45.0,
3,2,1127,20240706,15,30,31.0,
3,2,1214,20260307,15,30,33.0,
3,2,808,20180526,15,31,32.0,
3,2,825,20180922,15,31,33.0,
3,2,865,20190629,15,32,33.0,
3,2,1149,20241207,15,32,36.0,
3,2,1194,20251018,15,33,37.0,
3,2,1195,20251025,15,34,36.0,
3,2,1009,20220402,15,34,44.0,
3,2,1033,20220917,15,35,44.0,
3,2,711,20160716,15,35,45.0,
3,2,1004,20220226,15,37,39.0,
3,2,927,20200905,15,38,43.0,
3,2,959,20210417,15,40,41.0,
3,2,1009,20220402,15,40,44.0,
3,2,927,20200905,15,41,43.0,
3,2,1116,20240420,16,17,31.0,
3,2,1006,20220312,16,17,37.0,
3,2,783,20171202,16,17,45.0,
3,2,1223,20260509,16,18,32.0,
3,2,1023,20220709,16,18,35.0,
3,2,1223,20260509,16,18,39.0,
3,2,1066,20230506,16,19,21.0,
3,2,1007,20220319,16,19,25.0,
3,2,831,20181103,16,19,31.0,
3,2,1155,20250118,16,19,38.0,
3,2,831,20181103,16,19,39.0,
3,2,914,20200606,16,19,42.0,
3,2,850,20190316,16,20,24.0,
3,2,850,20190316,16,20,28.0,
3,2,926,20200829,16,20,31.0,
3,2,1223,20260509,16,20,33.0,
3,2,1112,20240323,16,20,36.0,
