countType,count,recentRound,recentDate,no1,no2,no3,no4
4,2,961,20210501,11,29,33.0,42.0
4,2,1029,20220820,12,30,39.0,41.0
4,2,1102,20240113,13,14,22.0,38.0
4,2,832,20181110,13,14,26.0,40.0
4,2,832,20181110,13,14,26.0,43.0
4,2,832,20181110,13,14,40.0,43.0
4,2,832,20181110,13,26,40.0,43.0
4,2,931,20201003,14,15,25.0,43.0
4,2,1097,20231209,14,33,37.0,40.0
4,2,1130,20240727,15,19,21.0,27.0
4,2,1223,20260509,16,18,20.0,32.0
4,2,907,20200418,21,27,29.0,44.0
4,1,745,20170311,1,2,3.0,9.0
4,1,745,20170311,1,2,3.0,12.0
4,1,745,20170311,1,2,3.0,23.0
4,1,1200,20251129,1,2,4.0,16.0
4,1,1200,20251129,1,2,4.0,20.0
4,1,631,20150103,1,2,4.0,23.0
4,1,631,20150103,1,2,4.0,31.0
4,1,1200,20251129,1,2,4.0,32.0
4,1,631,20150103,1,2,4.0,34.0
4,1,1131,20240803,1,2,6.0,14.0
4,1,621,20141025,1,2,6.0,16.0
4,1,621,20141025,1,2,6.0,19.0
4,1,1131,20240803,1,2,6.0,27.0
4,1,1131,20240803,1,2,6.0,38.0
4,1,621,20141025,1,2,6.0,42.0
4,1,605,20140705,1,2,7.0,9.0
4,1,605,20140705,1,2,7.0,10.0
4,1,605,20140705,1,2,7.0,38.0
4,1,605,20140705,1,2,9.0,10.0
4,1,745,20170311,1,2,9.0,12.0
4,1,745,20170311,1,2,9.0,23.0
4,1,605,20140705,1,2,9.0,38.0
4,1,605,20140705,1,2,10.0,38.0
4,1,974,20210731,1,2,11.0,16.0
4,1,1071,20230610,1,2,11.0,21.0
4,1,1071,20230610,1,2,11.0,30.0
4,1,1071,20230610,1,2,11.0,35.0
4,1,974,20210731,1,2,11.0,39.0
4,1,974,20210731,1,2,11.0,44.0
4,1,745,20170311,1,2,12.0,23.0
4,1,1131,20240803,1,2,14.0,27.0
4,1,1131,20240803,1,2,14.0,38.0
4,1,750,20170415,1,2,15.0,19.0
4,1,750,20170415,1,2,15.0,24.0
4,1,1219,20260411,1,2,15.0,28.0
4,1,750,20170415,1,2,15.0,36.0
4,1,1219,20260411,1,2,15.0,39.0
4,1,1219,20260411,1,2,15.0,45.0
4,1,621,20141025,1,2,16.0,19.0
4,1,1200,20251129,1,2,16.0,20.0
4,1,848,20190302,1,2,16.0,22.0
4,1,1200,20251129,1,2,16.0,32.0
4,1,848,20190302,1,2,16.0,38.0
4,1,621,20141025,1,2,16.0,42.0
4,1,974,20210731,1,2,16.0,44.0
4,1,750,20170415,1,2,19.0,24.0
4,1,750,20170415,1,2,19.0,36.0
4,1,621,20141025,1,2,19.0,42.0
4,1,1200,20251129,1,2,20.0,32.0
4,1,1071,20230610,1,2,21.0,30.0
4,1,1071,20230610,1,2,21.0,35.0
4,1,848,20190302,1,2,22.0,38.0
4,1,848,20190302,1,2,22.0,39.0
4,1,631,20150103,1,2,23.0,31.0
4,1,631,20150103,1,2,23.0,34.0
4,1,750,20170415,1,2,24.0,36.0
4,1,1131,20240803,1,2,27.0,38.0
4,1,1219,20260411,1,2,28.0,39.0
4,1,1219,20260411,1,2,28.0,45.0
4,1,1071,20230610,1,2,30.0,35.0
4,1,631,20150103,1,2,31.0,34.0
4,1,848,20190302,1,2,38.0,39.0
4,1,974,20210731,1,2,39.0,44.0
4,1,1219,20260411,1,2,39.0,45.0
4,1,1106,20240210,1,3,4.0,29.0
4,1,1106,20240210,1,3,4.0,42.0
4,1,1106,20240210,1,3,4.0,45.0
4,1,765,20170729,1,3,8.0,12.0
4,1,994,20211218,1,3,8.0,24.0
4,1,994,20211218,1,3,8.0,27.0
4,1,994,20211218,1,3,8.0,35.0
4,1,765,20170729,1,3,8.0,42.0
4,1,765,20170729,1,3,8.0,43.0
4,1,745,20170311,1,3,9.0,12.0
4,1,999,20220122,1,3,9.0,14.0
4,1,999,20220122,1,3,9.0,18.0
4,1,745,20170311,1,3,9.0,23.0
4,1,999,20220122,1,3,9.0,28.0
4,1,812,20180623,1,3,12.0,14.0
4,1,812,20180623,1,3,12.0,16.0
4,1,762,20170708,1,3,12.0,21.0
4,1,745,20170311,1,3,12.0,23.0
4,1,762,20170708,1,3,12.0,26.0
4,1,762,20170708,1,3,12.0,41.0
4,1,765,20170729,1,3,12.0,42.0
4,1,812,20180623,1,3,14.0,16.0
4,1,999,20220122,1,3,14.0,18.0
4,1,999,20220122,1,3,14.0,28.0
4,1,812,20180623,1,3,14.0,43.0
4,1,812,20180623,1,3,16.0,43.0
4,1,1206,20260110,1,3,17.0,26.0
4,1,1206,20260110,1,3,17.0,27.0
4,1,1206,20260110,1,3,17.0,42.0
4,1,999,20220122,1,3,18.0,28.0
4,1,762,20170708,1,3,21.0,26.0
4,1,762,20170708,1,3,21.0,41.0
4,1,917,20200627,1,3,23.0,24.0
4,1,917,20200627,1,3,23.0,27.0
4,1,917,20200627,1,3,23.0,43.0
4,1,994,20211218,1,3,24.0,35.0
4,1,885,20191116,1,3,24.0,39.0
4,1,917,20200627,1,3,24.0,43.0
4,1,885,20191116,1,3,24.0,45.0
4,1,1206,20260110,1,3,26.0,27.0
4,1,762,20170708,1,3,26.0,41.0
4,1,1206,20260110,1,3,26.0,42.0
4,1,994,20211218,1,3,27.0,35.0
4,1,885,20191116,1,3,27.0,39.0
4,1,1206,20260110,1,3,27.0,42.0
4,1,917,20200627,1,3,27.0,43.0
4,1,885,20191116,1,3,27.0,45.0
4,1,1106,20240210,1,3,29.0,42.0
4,1,1106,20240210,1,3,29.0,45.0
4,1,934,20201024,1,3,30.0,33.0
4,1,934,20201024,1,3,30.0,36.0
4,1,934,20201024,1,3,30.0,39.0
4,1,934,20201024,1,3,33.0,36.0
4,1,934,20201024,1,3,33.0,39.0
4,1,934,20201024,1,3,36.0,39.0
4,1,885,20191116,1,3,39.0,45.0
4,1,765,20170729,1,3,42.0,43.0
4,1,1106,20240210,1,3,42.0,45.0
4,1,704,20160528,1,4,8.0,23.0
4,1,704,20160528,1,4,8.0,33.0
4,1,704,20160528,1,4,8.0,42.0
4,1,800,20180331,1,4,10.0,12.0
4,1,879,20191005,1,4,10.0,14.0
4,1,879,20191005,1,4,10.0,15.0
4,1,800,20180331,1,4,10.0,28.0
4,1,879,20191005,1,4,10.0,35.0
4,1,800,20180331,1,4,10.0,45.0
4,1,1191,20250927,1,4,11.0,12.0
4,1,1191,20250927,1,4,11.0,20.0
4,1,1191,20250927,1,4,11.0,41.0
4,1,1191,20250927,1,4,12.0,20.0
4,1,800,20180331,1,4,12.0,28.0
4,1,1191,20250927,1,4,12.0,41.0
4,1,800,20180331,1,4,12.0,45.0
4,1,1019,20220611,1,4,13.0,17.0
4,1,995,20211225,1,4,13.0,29.0
4,1,1019,20220611,1,4,13.0,34.0
4,1,995,20211225,1,4,13.0,38.0
4,1,879,20191005,1,4,14.0,15.0
4,1,890,20191221,1,4,14.0,18.0
4,1,890,20191221,1,4,14.0,29.0
4,1,879,20191005,1,4,14.0,35.0
4,1,890,20191221,1,4,14.0,37.0
4,1,879,20191005,1,4,15.0,35.0
4,1,1200,20251129,1,4,16.0,20.0
4,1,1205,20260103,1,4,16.0,23.0
4,1,645,20150411,1,4,16.0,26.0
4,1,1205,20260103,1,4,16.0,31.0
4,1,1200,20251129,1,4,16.0,32.0
4,1,645,20150411,1,4,16.0,40.0
4,1,1019,20220611,1,4,17.0,34.0
4,1,1019,20220611,1,4,17.0,39.0
4,1,890,20191221,1,4,18.0,29.0
4,1,890,20191221,1,4,18.0,37.0
4,1,1200,20251129,1,4,20.0,32.0
4,1,1191,20250927,1,4,20.0,41.0
4,1,704,20160528,1,4,23.0,33.0
4,1,631,20150103,1,4,23.0,34.0
4,1,1205,20260103,1,4,23.0,41.0
4,1,704,20160528,1,4,23.0,42.0
4,1,645,20150411,1,4,26.0,40.0
4,1,645,20150411,1,4,26.0,41.0
4,1,800,20180331,1,4,28.0,45.0
4,1,890,20191221,1,4,29.0,37.0
4,1,995,20211225,1,4,29.0,38.0
4,1,1106,20240210,1,4,29.0,42.0
4,1,1003,20220219,1,4,29.0,43.0
4,1,631,20150103,1,4,31.0,34.0
4,1,1205,20260103,1,4,31.0,41.0
4,1,704,20160528,1,4,33.0,42.0
4,1,1019,20220611,1,4,34.0,39.0
4,1,995,20211225,1,4,38.0,39.0
4,1,1003,20220219,1,4,39.0,43.0
4,1,1003,20220219,1,4,39.0,45.0
4,1,645,20150411,1,4,40.0,41.0
4,1,1106,20240210,1,4,42.0,45.0
4,1,1003,20220219,1,4,43.0,45.0
4,1,606,20140712,1,5,6.0,14.0
4,1,606,20140712,1,5,6.0,20.0
4,1,606,20140712,1,5,6.0,39.0
4,1,1197,20251108,1,5,7.0,26.0
4,1,1197,20251108,1,5,7.0,28.0
4,1,1197,20251108,1,5,7.0,43.0
4,1,1128,20240713,1,5,8.0,16.0
4,1,1128,20240713,1,5,8.0,28.0
4,1,1128,20240713,1,5,8.0,33.0
4,1,606,20140712,1,5,14.0,20.0
4,1,606,20140712,1,5,14.0,39.0
4,1,1128,20240713,1,5,16.0,28.0
4,1,1128,20240713,1,5,16.0,33.0
4,1,1173,20250524,1,5,18.0,20.0
4,1,1173,20250524,1,5,18.0,30.0
4,1,1173,20250524,1,5,18.0,35.0
4,1,1173,20250524,1,5,20.0,30.0
4,1,1173,20250524,1,5,20.0,35.0
4,1,606,20140712,1,5,20.0,39.0
4,1,1197,20251108,1,5,26.0,28.0
4,1,1197,20251108,1,5,26.0,43.0
4,1,1128,20240713,1,5,28.0,33.0
4,1,1197,20251108,1,5,28.0,43.0
4,1,1173,20250524,1,5,30.0,35.0
4,1,693,20160312,1,6,11.0,28.0
4,1,693,20160312,1,6,11.0,34.0
4,1,693,20160312,1,6,11.0,42.0
4,1,1032,20220910,1,6,12.0,19.0
4,1,1032,20220910,1,6,12.0,36.0
4,1,1032,20220910,1,6,12.0,42.0
4,1,1135,20240831,1,6,13.0,19.0
4,1,1135,20240831,1,6,13.0,21.0
4,1,1135,20240831,1,6,13.0,33.0
4,1,967,20210612,1,6,13.0,37.0
4,1,967,20210612,1,6,13.0,38.0
4,1,967,20210612,1,6,13.0,40.0
4,1,606,20140712,1,6,14.0,20.0
4,1,1131,20240803,1,6,14.0,27.0
4,1,1131,20240803,1,6,14.0,38.0
4,1,606,20140712,1,6,14.0,39.0
4,1,932,20201010,1,6,15.0,36.0
4,1,932,20201010,1,6,15.0,37.0
4,1,932,20201010,1,6,15.0,38.0
4,1,621,20141025,1,6,16.0,19.0
4,1,621,20141025,1,6,16.0,42.0
4,1,705,20160604,1,6,17.0,22.0
4,1,705,20160604,1,6,17.0,28.0
4,1,705,20160604,1,6,17.0,45.0
4,1,1135,20240831,1,6,19.0,21.0
4,1,1135,20240831,1,6,19.0,33.0
4,1,1032,20220910,1,6,19.0,36.0
4,1,1074,20230701,1,6,20.0,27.0
4,1,1074,20230701,1,6,20.0,28.0
4,1,606,20140712,1,6,20.0,39.0
4,1,1074,20230701,1,6,20.0,41.0
4,1,1135,20240831,1,6,21.0,33.0
4,1,705,20160604,1,6,22.0,28.0
4,1,705,20160604,1,6,22.0,45.0
4,1,1074,20230701,1,6,27.0,28.0
4,1,1131,20240803,1,6,27.0,38.0
4,1,1074,20230701,1,6,27.0,41.0
4,1,693,20160312,1,6,28.0,34.0
4,1,1074,20230701,1,6,28.0,41.0
4,1,693,20160312,1,6,28.0,42.0
4,1,705,20160604,1,6,28.0,45.0
4,1,693,20160312,1,6,34.0,42.0
4,1,932,20201010,1,6,36.0,37.0
4,1,932,20201010,1,6,36.0,38.0
4,1,1032,20220910,1,6,36.0,42.0
4,1,967,20210612,1,6,37.0,40.0
4,1,967,20210612,1,6,38.0,40.0
4,1,605,20140705,1,7,9.0,10.0
4,1,1210,20260207,1,7,9.0,17.0
4,1,1210,20260207,1,7,9.0,27.0
4,1,605,20140705,1,7,10.0,38.0
4,1,628,20141213,1,7,12.0,15.0
4,1,628,20141213,1,7,12.0,23.0
4,1,628,20141213,1,7,12.0,42.0
4,1,628,20141213,1,7,15.0,23.0
4,1,978,20210828,1,7,15.0,32.0
4,1,978,20210828,1,7,15.0,34.0
4,1,696,20160402,1,7,16.0,18.0
4,1,696,20160402,1,7,16.0,34.0
4,1,696,20160402,1,7,16.0,38.0
4,1,1210,20260207,1,7,17.0,27.0
4,1,1210,20260207,1,7,17.0,38.0
4,1,696,20160402,1,7,18.0,34.0
4,1,696,20160402,1,7,18.0,38.0
4,1,624,20141115,1,7,19.0,26.0
4,1,624,20141115,1,7,19.0,27.0
4,1,624,20141115,1,7,19.0,35.0
4,1,1104,20240127,1,7,21.0,30.0
4,1,1104,20240127,1,7,21.0,35.0
4,1,1104,20240127,1,7,21.0,38.0
4,1,714,20160806,1,7,22.0,33.0
4,1,714,20160806,1,7,22.0,37.0
4,1,714,20160806,1,7,22.0,40.0
4,1,628,20141213,1,7,23.0,42.0
4,1,624,20141115,1,7,26.0,27.0
4,1,1197,20251108,1,7,26.0,28.0
4,1,624,20141115,1,7,26.0,35.0
4,1,1197,20251108,1,7,26.0,43.0
4,1,624,20141115,1,7,27.0,35.0
4,1,1210,20260207,1,7,27.0,38.0
4,1,1197,20251108,1,7,28.0,43.0
4,1,1104,20240127,1,7,30.0,35.0
4,1,1104,20240127,1,7,30.0,38.0
4,1,978,20210828,1,7,32.0,34.0
4,1,978,20210828,1,7,32.0,42.0
4,1,714,20160806,1,7,33.0,37.0
4,1,714,20160806,1,7,33.0,40.0
4,1,696,20160402,1,7,34.0,38.0
4,1,978,20210828,1,7,34.0,42.0
4,1,1104,20240127,1,7,35.0,38.0
4,1,714,20160806,1,7,37.0,40.0
4,1,687,20160130,1,8,10.0,13.0
4,1,687,20160130,1,8,10.0,28.0
4,1,687,20160130,1,8,10.0,42.0
4,1,675,20151107,1,8,11.0,15.0
4,1,675,20151107,1,8,11.0,18.0
4,1,675,20151107,1,8,11.0,45.0
4,1,765,20170729,1,8,12.0,42.0
4,1,765,20170729,1,8,12.0,43.0
4,1,687,20160130,1,8,13.0,28.0
4,1,943,20201226,1,8,13.0,36.0
4,1,687,20160130,1,8,13.0,42.0
4,1,943,20201226,1,8,13.0,44.0
4,1,943,20201226,1,8,13.0,45.0
4,1,675,20151107,1,8,15.0,18.0
4,1,675,20151107,1,8,15.0,45.0
4,1,1128,20240713,1,8,16.0,28.0
4,1,1128,20240713,1,8,16.0,33.0
4,1,676,20151114,1,8,17.0,34.0
4,1,676,20151114,1,8,17.0,39.0
4,1,676,20151114,1,8,17.0,45.0
4,1,675,20151107,1,8,18.0,45.0
4,1,704,20160528,1,8,23.0,33.0
4,1,704,20160528,1,8,23.0,42.0
4,1,994,20211218,1,8,24.0,27.0
4,1,994,20211218,1,8,24.0,35.0
4,1,994,20211218,1,8,27.0,35.0
4,1,1128,20240713,1,8,28.0,33.0
4,1,687,20160130,1,8,28.0,42.0
4,1,704,20160528,1,8,33.0,42.0
4,1,676,20151114,1,8,34.0,39.0
4,1,676,20151114,1,8,34.0,45.0
4,1,943,20201226,1,8,36.0,44.0
4,1,943,20201226,1,8,36.0,45.0
4,1,676,20151114,1,8,39.0,45.0
4,1,765,20170729,1,8,42.0,43.0
4,1,943,20201226,1,8,44.0,45.0
4,1,1153,20250104,1,9,10.0,13.0
4,1,1153,20250104,1,9,10.0,35.0
4,1,605,20140705,1,9,10.0,38.0
4,1,1153,20250104,1,9,10.0,44.0
4,1,836,20181208,1,9,11.0,14.0
4,1,836,20181208,1,9,11.0,26.0
4,1,836,20181208,1,9,11.0,28.0
4,1,1119,20240511,1,9,12.0,13.0
4,1,1119,20240511,1,9,12.0,20.0
4,1,1011,20220416,1,9,12.0,26.0
4,1,1011,20220416,1,9,12.0,35.0
4,1,1011,20220416,1,9,12.0,38.0
4,1,770,20170902,1,9,12.0,39.0
4,1,770,20170902,1,9,12.0,43.0
4,1,1119,20240511,1,9,12.0,45.0
4,1,1119,20240511,1,9,13.0,20.0
4,1,1153,20250104,1,9,13.0,35.0
4,1,1153,20250104,1,9,13.0,44.0
4,1,1119,20240511,1,9,13.0,45.0
4,1,999,20220122,1,9,14.0,18.0
4,1,836,20181208,1,9,14.0,26.0
4,1,1081,20230819,1,9,16.0,23.0
4,1,1081,20230819,1,9,16.0,24.0
4,1,1081,20230819,1,9,16.0,38.0
4,1,1210,20260207,1,9,17.0,27.0
4,1,1210,20260207,1,9,17.0,38.0
4,1,999,20220122,1,9,18.0,28.0
4,1,1119,20240511,1,9,20.0,45.0
4,1,1081,20230819,1,9,23.0,24.0
4,1,1081,20230819,1,9,23.0,38.0
4,1,770,20170902,1,9,23.0,39.0
4,1,770,20170902,1,9,23.0,43.0
4,1,1081,20230819,1,9,24.0,38.0
4,1,954,20210313,1,9,26.0,30.0
4,1,1011,20220416,1,9,26.0,35.0
4,1,1011,20220416,1,9,26.0,38.0
4,1,954,20210313,1,9,26.0,41.0
4,1,1210,20260207,1,9,27.0,38.0
4,1,954,20210313,1,9,28.0,30.0
4,1,954,20210313,1,9,28.0,41.0
4,1,954,20210313,1,9,30.0,41.0
4,1,1011,20220416,1,9,35.0,38.0
4,1,1153,20250104,1,9,35.0,44.0
4,1,770,20170902,1,9,39.0,43.0
4,1,800,20180331,1,10,12.0,28.0
4,1,800,20180331,1,10,12.0,45.0
4,1,804,20180428,1,10,13.0,26.0
4,1,687,20160130,1,10,13.0,28.0
4,1,804,20180428,1,10,13.0,32.0
4,1,1153,20250104,1,10,13.0,35.0
4,1,804,20180428,1,10,13.0,36.0
4,1,687,20160130,1,10,13.0,42.0
4,1,1153,20250104,1,10,13.0,44.0
4,1,879,20191005,1,10,14.0,15.0
4,1,879,20191005,1,10,14.0,35.0
4,1,879,20191005,1,10,15.0,35.0
4,1,1069,20230527,1,10,18.0,22.0
4,1,1069,20230527,1,10,18.0,28.0
4,1,1069,20230527,1,10,18.0,31.0
4,1,1069,20230527,1,10,22.0,28.0
4,1,1069,20230527,1,10,22.0,31.0
4,1,804,20180428,1,10,26.0,32.0
4,1,804,20180428,1,10,26.0,36.0
4,1,1069,20230527,1,10,28.0,31.0
4,1,687,20160130,1,10,28.0,42.0
4,1,800,20180331,1,10,28.0,45.0
4,1,804,20180428,1,10,32.0,36.0
4,1,1153,20250104,1,10,35.0,44.0
4,1,1191,20250927,1,11,12.0,20.0
4,1,1191,20250927,1,11,12.0,41.0
4,1,836,20181208,1,11,14.0,26.0
4,1,836,20181208,1,11,14.0,28.0
4,1,684,20160109,1,11,15.0,17.0
4,1,675,20151107,1,11,15.0,18.0
4,1,684,20160109,1,11,15.0,25.0
4,1,684,20160109,1,11,15.0,39.0
4,1,675,20151107,1,11,15.0,45.0
4,1,974,20210731,1,11,16.0,39.0
4,1,974,20210731,1,11,16.0,44.0
4,1,684,20160109,1,11,17.0,25.0
4,1,910,20200509,1,11,17.0,27.0
4,1,910,20200509,1,11,17.0,35.0
4,1,675,20151107,1,11,18.0,45.0
4,1,1191,20250927,1,11,20.0,41.0
4,1,726,20161029,1,11,21.0,23.0
4,1,1071,20230610,1,11,21.0,30.0
4,1,726,20161029,1,11,21.0,34.0
4,1,1071,20230610,1,11,21.0,35.0
4,1,726,20161029,1,11,21.0,44.0
4,1,726,20161029,1,11,23.0,34.0
4,1,726,20161029,1,11,23.0,44.0
4,1,684,20160109,1,11,25.0,39.0
4,1,836,20181208,1,11,26.0,28.0
4,1,910,20200509,1,11,27.0,35.0
4,1,910,20200509,1,11,27.0,39.0
4,1,693,20160312,1,11,28.0,34.0
4,1,693,20160312,1,11,28.0,42.0
4,1,1071,20230610,1,11,30.0,35.0
4,1,693,20160312,1,11,34.0,42.0
4,1,726,20161029,1,11,34.0,44.0
4,1,910,20200509,1,11,35.0,39.0
4,1,974,20210731,1,11,39.0,44.0
4,1,1119,20240511,1,12,13.0,20.0
4,1,821,20180825,1,12,13.0,24.0
4,1,821,20180825,1,12,13.0,29.0
4,1,821,20180825,1,12,13.0,44.0
4,1,1119,20240511,1,12,13.0,45.0
4,1,812,20180623,1,12,14.0,16.0
4,1,812,20180623,1,12,14.0,43.0
4,1,628,20141213,1,12,15.0,23.0
4,1,628,20141213,1,12,15.0,42.0
4,1,1096,20231202,1,12,16.0,19.0
4,1,1096,20231202,1,12,16.0,23.0
4,1,1096,20231202,1,12,19.0,23.0
4,1,1032,20220910,1,12,19.0,36.0
4,1,1032,20220910,1,12,19.0,42.0
4,1,1096,20231202,1,12,19.0,43.0
4,1,1191,20250927,1,12,20.0,41.0
4,1,1119,20240511,1,12,20.0,45.0
4,1,762,20170708,1,12,21.0,26.0
4,1,762,20170708,1,12,21.0,41.0
4,1,770,20170902,1,12,23.0,39.0
4,1,628,20141213,1,12,23.0,42.0
4,1,821,20180825,1,12,24.0,29.0
4,1,821,20180825,1,12,24.0,44.0
4,1,1011,20220416,1,12,26.0,35.0
4,1,1011,20220416,1,12,26.0,38.0
4,1,762,20170708,1,12,26.0,41.0
4,1,800,20180331,1,12,28.0,45.0
4,1,720,20160917,1,12,29.0,34.0
4,1,720,20160917,1,12,29.0,36.0
4,1,720,20160917,1,12,29.0,37.0
4,1,821,20180825,1,12,29.0,44.0
4,1,720,20160917,1,12,34.0,36.0
4,1,720,20160917,1,12,34.0,37.0
4,1,1011,20220416,1,12,35.0,38.0
4,1,720,20160917,1,12,36.0,37.0
4,1,1032,20220910,1,12,36.0,42.0
4,1,770,20170902,1,12,39.0,43.0
4,1,765,20170729,1,12,42.0,43.0
4,1,1019,20220611,1,13,17.0,34.0
4,1,1019,20220611,1,13,17.0,39.0
4,1,1135,20240831,1,13,19.0,21.0
4,1,1135,20240831,1,13,19.0,33.0
4,1,1119,20240511,1,13,20.0,45.0
4,1,1182,20250726,1,13,21.0,25.0
4,1,1182,20250726,1,13,21.0,28.0
4,1,1182,20250726,1,13,21.0,31.0
4,1,1135,20240831,1,13,21.0,33.0
4,1,821,20180825,1,13,24.0,29.0
4,1,821,20180825,1,13,24.0,44.0
4,1,1182,20250726,1,13,25.0,28.0
4,1,1182,20250726,1,13,25.0,31.0
4,1,804,20180428,1,13,26.0,32.0
4,1,804,20180428,1,13,26.0,36.0
4,1,1182,20250726,1,13,28.0,31.0
4,1,687,20160130,1,13,28.0,42.0
4,1,995,20211225,1,13,29.0,38.0
4,1,995,20211225,1,13,29.0,39.0
4,1,821,20180825,1,13,29.0,44.0
4,1,804,20180428,1,13,32.0,36.0
4,1,1019,20220611,1,13,34.0,39.0
4,1,1153,20250104,1,13,35.0,44.0
4,1,943,20201226,1,13,36.0,44.0
4,1,943,20201226,1,13,36.0,45.0
4,1,967,20210612,1,13,37.0,38.0
4,1,967,20210612,1,13,37.0,40.0
4,1,995,20211225,1,13,38.0,39.0
4,1,967,20210612,1,13,38.0,40.0
4,1,943,20201226,1,13,44.0,45.0
4,1,959,20210417,1,14,15.0,24.0
4,1,879,20191005,1,14,15.0,35.0
4,1,959,20210417,1,14,15.0,40.0
4,1,959,20210417,1,14,15.0,41.0
4,1,812,20180623,1,14,16.0,43.0
4,1,999,20220122,1,14,18.0,28.0
4,1,890,20191221,1,14,18.0,29.0
4,1,890,20191221,1,14,18.0,37.0
4,1,606,20140712,1,14,20.0,39.0
4,1,959,20210417,1,14,24.0,40.0
4,1,959,20210417,1,14,24.0,41.0
4,1,836,20181208,1,14,26.0,28.0
4,1,1131,20240803,1,14,27.0,38.0
4,1,890,20191221,1,14,29.0,37.0
4,1,959,20210417,1,14,40.0,41.0
4,1,893,20200111,1,15,17.0,23.0
4,1,684,20160109,1,15,17.0,39.0
4,1,893,20200111,1,15,17.0,41.0
4,1,675,20151107,1,15,18.0,45.0
4,1,874,20190831,1,15,19.0,23.0
4,1,750,20170415,1,15,19.0,24.0
4,1,874,20190831,1,15,19.0,28.0
4,1,750,20170415,1,15,19.0,36.0
4,1,874,20190831,1,15,19.0,42.0
4,1,893,20200111,1,15,23.0,25.0
4,1,874,20190831,1,15,23.0,28.0
4,1,893,20200111,1,15,23.0,41.0
4,1,750,20170415,1,15,24.0,36.0
4,1,959,20210417,1,15,24.0,40.0
4,1,959,20210417,1,15,24.0,41.0
4,1,684,20160109,1,15,25.0,39.0
4,1,893,20200111,1,15,25.0,41.0
4,1,1219,20260411,1,15,28.0,39.0
4,1,874,20190831,1,15,28.0,42.0
4,1,1219,20260411,1,15,28.0,45.0
4,1,978,20210828,1,15,32.0,34.0
4,1,978,20210828,1,15,32.0,42.0
4,1,978,20210828,1,15,34.0,42.0
4,1,932,20201010,1,15,36.0,37.0
4,1,932,20201010,1,15,36.0,38.0
4,1,932,20201010,1,15,37.0,38.0
4,1,1219,20260411,1,15,39.0,45.0
4,1,959,20210417,1,15,40.0,41.0
4,1,696,20160402,1,16,18.0,34.0
4,1,696,20160402,1,16,18.0,38.0
4,1,1096,20231202,1,16,19.0,23.0
4,1,621,20141025,1,16,19.0,42.0
4,1,1096,20231202,1,16,19.0,43.0
4,1,1200,20251129,1,16,20.0,32.0
4,1,848,20190302,1,16,22.0,38.0
4,1,848,20190302,1,16,22.0,39.0
4,1,1081,20230819,1,16,23.0,24.0
4,1,1205,20260103,1,16,23.0,31.0
4,1,1081,20230819,1,16,23.0,38.0
4,1,1205,20260103,1,16,23.0,41.0
4,1,1096,20231202,1,16,23.0,43.0
4,1,1081,20230819,1,16,24.0,38.0
4,1,645,20150411,1,16,26.0,40.0
4,1,645,20150411,1,16,26.0,41.0
4,1,1128,20240713,1,16,28.0,33.0
4,1,845,20190209,1,16,29.0,33.0
4,1,845,20190209,1,16,29.0,40.0
4,1,845,20190209,1,16,29.0,45.0
4,1,1205,20260103,1,16,31.0,41.0
4,1,845,20190209,1,16,33.0,40.0
4,1,845,20190209,1,16,33.0,45.0
4,1,696,20160402,1,16,34.0,38.0
4,1,848,20190302,1,16,38.0,39.0
4,1,974,20210731,1,16,39.0,44.0
4,1,645,20150411,1,16,40.0,41.0
4,1,845,20190209,1,16,40.0,45.0
4,1,705,20160604,1,17,22.0,28.0
4,1,705,20160604,1,17,22.0,45.0
4,1,893,20200111,1,17,23.0,25.0
4,1,893,20200111,1,17,23.0,41.0
4,1,684,20160109,1,17,25.0,39.0
4,1,893,20200111,1,17,25.0,41.0
4,1,1206,20260110,1,17,26.0,27.0
4,1,1206,20260110,1,17,26.0,42.0
4,1,910,20200509,1,17,27.0,35.0
4,1,1210,20260207,1,17,27.0,38.0
4,1,910,20200509,1,17,27.0,39.0
4,1,1206,20260110,1,17,27.0,42.0
4,1,705,20160604,1,17,28.0,45.0
4,1,676,20151114,1,17,34.0,45.0
4,1,910,20200509,1,17,35.0,39.0
4,1,676,20151114,1,17,39.0,45.0
4,1,1173,20250524,1,18,20.0,30.0
4,1,1173,20250524,1,18,20.0,35.0
4,1,1069,20230527,1,18,22.0,28.0
4,1,1069,20230527,1,18,22.0,31.0
4,1,962,20210508,1,18,28.0,34.0
4,1,962,20210508,1,18,28.0,43.0
4,1,890,20191221,1,18,29.0,37.0
4,1,1173,20250524,1,18,30.0,35.0
4,1,962,20210508,1,18,31.0,34.0
4,1,962,20210508,1,18,31.0,43.0
4,1,696,20160402,1,18,34.0,38.0
4,1,962,20210508,1,18,34.0,43.0
4,1,1135,20240831,1,19,21.0,33.0
4,1,874,20190831,1,19,23.0,28.0
4,1,874,20190831,1,19,23.0,42.0
4,1,1096,20231202,1,19,23.0,43.0
4,1,750,20170415,1,19,24.0,36.0
4,1,624,20141115,1,19,26.0,27.0
4,1,624,20141115,1,19,26.0,35.0
4,1,624,20141115,1,19,27.0,35.0
4,1,874,20190831,1,19,28.0,42.0
4,1,1032,20220910,1,19,36.0,42.0
4,1,1074,20230701,1,20,27.0,28.0
4,1,1074,20230701,1,20,27.0,41.0
